date,tmax,tmin,tavg,precip
2024-03-23,33.3,20.8,27.0,0.0
2024-03-24,31.9,21.4,26.9,0.0
2024-03-25,32.6,22.3,27.4,0.0
2024-03-26,34.3,21.3,27.6,0.0
2024-03-27,33.2,22.2,27.5,0.0
2024-03-28,33.1,22.8,27.7,0.0
2024-03-29,34.8,23.4,28.6,0.0
2024-03-30,34.3,23.6,28.5,0.0
2024-03-31,34.2,23.7,29.0,0.0
2024-04-01,33.9,24.5,28.5,0.0
2024-04-02,33.3,21.4,27.4,0.0
2024-04-03,33.5,21.6,27.2,0.0
2024-04-04,33.0,22.3,27.8,0.0
2024-04-05,35.5,23.3,29.4,0.0
2024-04-06,36.9,25.9,31.1,0.0
2024-04-07,36.6,25.9,30.2,0.0
2024-04-08,33.5,22.0,27.8,0.0
2024-04-09,34.3,21.8,27.9,0.0
2024-04-10,33.5,23.4,27.8,0.0
2024-04-11,33.6,22.7,27.9,0.0
2024-04-12,33.9,23.3,27.8,0.0
2024-04-13,31.6,22.7,26.8,0.0
2024-04-14,32.7,21.8,27.4,0.0
2024-04-15,36.4,24.5,31.1,0.0
2024-04-16,41.4,27.9,34.1,0.0
2024-04-17,33.9,28.0,31.0,0.0
2024-04-18,34.4,27.2,30.6,0.0
2024-04-19,35.8,26.6,31.0,0.0
2024-04-20,35.8,26.2,30.6,0.0
2024-04-21,34.1,24.4,29.7,0.0
2024-04-22,34.4,25.9,29.9,0.0
2024-04-23,34.5,24.4,29.3,0.0
2024-04-24,34.0,23.9,29.1,0.0
2024-04-25,34.5,24.8,29.5,0.0
2024-04-26,35.3,25.8,30.2,0.0
2024-04-27,36.2,26.2,31.2,0.0
2024-04-28,39.5,27.2,33.2,0.0
2024-04-29,38.3,26.9,32.7,0.0
2024-04-30,37.7,25.9,32.0,0.0
2024-05-01,34.6,25.2,29.6,0.0
2024-05-02,33.5,24.4,28.8,0.0
2024-05-03,33.3,23.4,28.2,0.0
2024-05-04,33.3,24.2,28.9,0.0
2024-05-05,34.8,25.0,29.9,0.0
2024-05-06,33.3,25.6,29.3,0.0
2024-05-07,33.5,25.6,29.5,0.0
2024-05-08,33.1,26.6,29.7,0.0
2024-05-09,33.0,26.4,29.7,0.0
2024-05-10,33.3,26.3,29.6,0.0
2024-05-11,33.7,26.4,29.9,0.0
2024-05-12,34.0,27.2,30.4,0.0
2024-05-13,34.9,27.6,30.6,1.8
2024-05-14,37.7,27.6,31.4,0.0
2024-05-15,36.1,26.8,31.4,0.0
2024-05-16,39.0,27.3,32.5,0.1
2024-05-17,36.4,28.4,31.6,0.0
2024-05-18,34.8,27.8,31.2,0.0
2024-05-19,34.2,26.6,30.9,5.6
2024-05-20,35.2,29.2,31.6,0.0
2024-05-21,35.5,28.6,31.8,0.1
2024-05-22,34.6,29.0,31.5,0.3
2024-05-23,34.3,28.1,31.1,0.0
2024-05-24,34.8,28.2,31.1,0.2
2024-05-25,33.8,28.7,31.0,0.7
2024-05-26,33.5,29.2,31.2,0.5
2024-05-27,33.7,29.4,30.9,0.5
2024-05-28,33.8,29.0,31.2,0.6
2024-05-29,34.1,29.3,31.5,0.4
2024-05-30,34.7,29.1,31.7,0.2
2024-05-31,34.5,28.1,30.8,0.6
2024-06-01,34.2,27.7,31.0,0.8
2024-06-02,34.6,28.2,31.3,0.3
2024-06-03,34.3,28.8,31.6,0.7
2024-06-04,33.6,27.9,30.1,4.8
2024-06-05,33.9,26.6,29.6,6.7
2024-06-06,34.2,26.6,29.9,1.2
2024-06-07,33.7,28.1,30.5,1.1
2024-06-08,34.5,26.6,30.0,6.3
2024-06-09,31.7,26.1,28.8,23.0
2024-06-10,29.9,25.8,27.3,33.2
2024-06-11,30.3,25.8,27.8,10.8
2024-06-12,30.1,25.7,27.8,14.3
2024-06-13,30.1,26.3,27.7,13.6
2024-06-14,29.3,25.9,27.2,8.6
2024-06-15,29.9,25.9,27.8,2.2
2024-06-16,31.1,26.3,28.6,1.4
2024-06-17,31.7,26.7,28.5,7.4
2024-06-18,29.9,26.3,27.5,30.3
2024-06-19,29.3,26.1,27.5,23.3
2024-06-20,28.6,26.2,27.3,48.6
2024-06-21,31.2,25.0,27.9,22.9
2024-06-22,30.3,25.4,27.7,5.3
2024-06-23,29.9,25.9,27.9,4.2
2024-06-24,29.8,26.1,27.9,11.3
2024-06-25,30.7,26.3,28.3,6.8
2024-06-26,30.6,27.0,28.1,23.0
2024-06-27,28.9,26.6,27.3,98.7
2024-06-28,28.3,26.1,27.2,45.3
2024-06-29,30.2,26.0,27.6,21.3
2024-06-30,29.5,26.3,27.8,21.3
2024-07-01,30.7,26.9,28.3,16.3
2024-07-02,30.5,26.2,28.8,8.1
2024-07-03,30.2,26.4,28.8,8.9
2024-07-04,29.1,26.7,27.9,8.7
2024-07-05,29.2,26.0,27.5,12.2
2024-07-06,29.6,25.9,27.7,17.6
2024-07-07,29.3,25.8,27.4,11.8
2024-07-08,28.6,25.8,26.9,20.7
2024-07-09,27.1,25.6,26.2,80.2
2024-07-10,28.9,25.3,26.8,36.0
2024-07-11,28.9,24.7,26.5,39.1
2024-07-12,27.0,25.3,26.1,83.3
2024-07-13,26.7,25.3,26.1,76.7
2024-07-14,26.7,24.6,25.7,50.5
2024-07-15,28.2,25.0,26.5,10.2
2024-07-16,29.2,25.4,26.7,17.6
2024-07-17,27.8,25.9,26.7,45.3
2024-07-18,28.2,25.8,26.5,57.6
2024-07-19,27.4,25.8,26.4,48.3
2024-07-20,27.8,26.0,26.4,87.0
2024-07-21,27.2,26.0,26.5,48.9
2024-07-22,27.0,25.8,26.4,54.7
2024-07-23,26.7,25.6,26.3,42.1
2024-07-24,27.1,25.6,26.3,54.4
2024-07-25,27.5,25.2,26.3,74.2
2024-07-26,28.7,25.4,26.9,22.9
2024-07-27,28.9,25.9,27.4,8.2
2024-07-28,29.4,26.1,27.1,19.0
2024-07-29,27.8,25.8,26.5,34.2
2024-07-30,28.3,25.3,26.8,17.4
2024-07-31,28.8,25.0,26.9,22.1
2024-08-01,29.5,25.2,27.0,15.8
2024-08-02,28.4,25.4,26.5,28.2
2024-08-03,27.6,25.7,26.5,24.5
2024-08-04,27.1,25.6,26.3,39.4
2024-08-05,29.0,25.7,27.2,5.8
2024-08-06,28.8,25.6,27.2,5.2
2024-08-07,28.9,25.4,27.1,5.6
2024-08-08,28.8,25.6,27.0,4.2
2024-08-09,27.9,25.3,26.2,15.5
2024-08-10,28.2,25.1,26.9,4.7
2024-08-11,29.3,26.0,27.4,2.4
2024-08-12,29.0,25.8,27.2,2.9
2024-08-13,28.9,25.5,27.1,3.6
2024-08-14,29.2,25.6,27.2,1.9
2024-08-15,29.5,25.5,27.4,1.2
2024-08-16,29.7,25.9,27.6,0.9
2024-08-17,29.7,25.8,27.6,0.5
2024-08-18,30.0,25.6,27.7,2.9
2024-08-19,29.2,25.6,27.3,16.7
2024-08-20,28.7,25.2,26.4,28.8
2024-08-21,30.4,25.4,27.7,0.2
2024-08-22,30.1,26.0,28.0,4.7
2024-08-23,28.6,26.0,27.0,16.0
2024-08-24,26.6,25.3,25.9,61.7
2024-08-25,27.7,24.8,26.2,28.0
2024-08-26,27.1,24.5,26.3,22.6
2024-08-27,27.7,24.9,26.1,17.9
2024-08-28,29.0,25.2,27.0,14.4
2024-08-29,29.1,26.2,27.5,5.1
2024-08-30,29.1,25.3,27.1,6.5
2024-08-31,29.0,25.4,27.1,2.1
2024-09-01,27.9,25.4,26.8,2.3
2024-09-02,27.4,25.0,26.2,29.6
2024-09-03,27.4,24.9,26.1,13.0
2024-09-04,28.4,25.2,26.4,17.1
2024-09-05,28.4,25.3,26.5,27.9
2024-09-06,28.5,25.2,26.6,14.7
2024-09-07,28.4,25.3,26.5,10.0
2024-09-08,28.8,25.0,26.6,4.2
2024-09-09,28.9,25.1,26.9,2.0
2024-09-10,28.6,25.1,26.7,3.9
2024-09-11,28.3,25.0,26.4,4.6
2024-09-12,28.5,25.0,26.4,8.2
2024-09-13,28.7,24.8,26.4,4.5
2024-09-14,28.0,23.9,25.3,9.1
2024-09-15,27.5,23.6,25.4,3.9
2024-09-16,28.8,23.9,26.2,2.4
2024-09-17,29.0,23.2,26.1,0.2
2024-09-18,29.3,23.5,26.4,0.8
2024-09-19,29.6,24.7,27.2,1.0
2024-09-20,28.5,23.4,26.5,5.2
2024-09-21,29.8,24.0,27.1,1.9
2024-09-22,29.8,25.2,27.5,2.2
2024-09-23,29.0,26.2,27.5,5.7
2024-09-24,29.1,24.8,26.5,23.1
2024-09-25,28.1,24.4,26.1,36.4
2024-09-26,26.7,24.6,25.7,48.0
2024-09-27,26.9,25.6,26.1,61.7
2024-09-28,28.2,25.0,26.7,5.8
2024-09-29,28.8,25.1,26.7,4.6
2024-09-30,29.8,24.8,27.2,1.6
2024-10-01,31.6,25.1,28.0,0.6
2024-10-02,30.8,26.2,28.0,1.3
2024-10-03,30.2,25.5,27.7,1.4
2024-10-04,29.6,25.4,27.4,1.4
2024-10-05,29.6,24.4,26.8,1.1
2024-10-06,31.4,24.4,27.0,21.4
2024-10-07,31.7,24.9,28.2,0.6
2024-10-08,32.3,25.3,28.5,0.0
2024-10-09,29.2,25.2,26.9,6.4
2024-10-10,29.8,24.5,26.9,6.4
2024-10-11,31.6,25.1,27.5,22.0
2024-10-12,31.5,24.4,27.6,0.7
2024-10-13,30.7,24.9,27.6,2.0
2024-10-14,31.7,24.3,26.9,5.2
2024-10-15,29.7,24.5,26.9,0.0
2024-10-16,30.8,24.8,27.3,8.6
2024-10-17,29.1,25.4,27.2,2.9
2024-10-18,32.0,24.8,27.8,12.4
2024-10-19,30.2,24.1,26.5,7.9
2024-10-20,29.9,24.1,26.5,6.8
2024-10-21,30.5,24.0,27.0,13.3
2024-10-22,30.4,23.7,26.8,7.3
2024-10-23,31.5,24.3,27.4,0.0
2024-10-24,32.6,24.6,28.2,0.0
2024-10-25,31.2,22.7,27.1,0.0
2024-10-26,32.6,22.2,27.0,0.0
2024-10-27,31.7,22.2,27.0,0.0
2024-10-28,31.9,23.2,27.3,0.0
2024-10-29,31.3,24.6,27.8,0.0
2024-10-30,32.8,24.2,27.8,0.0
2024-10-31,32.5,24.2,28.4,0.0
2024-11-01,31.4,24.6,28.1,0.3
2024-11-02,33.2,24.3,28.2,0.0
2024-11-03,34.3,22.4,28.1,0.0
2024-11-04,34.2,22.9,28.0,0.0
2024-11-05,34.4,22.8,28.4,0.0
2024-11-06,33.8,22.1,28.0,0.0
2024-11-07,33.6,21.7,27.5,0.0
2024-11-08,33.9,22.3,27.8,0.0
2024-11-09,34.2,22.1,27.9,0.0
2024-11-10,33.8,21.8,27.7,0.0
2024-11-11,33.4,23.0,28.1,0.0
2024-11-12,33.6,22.4,27.9,0.0
2024-11-13,34.9,23.5,28.6,0.0
2024-11-14,35.5,23.1,29.3,0.0
2024-11-15,34.0,25.2,29.2,0.3
2024-11-16,34.5,25.5,29.3,0.0
2024-11-17,35.9,25.8,29.9,0.0
2024-11-18,34.9,24.3,29.0,0.0
2024-11-19,34.0,22.2,27.8,0.0
2024-11-20,33.2,22.1,27.1,0.0
2024-11-21,33.2,21.5,26.8,0.0
2024-11-22,32.8,21.0,26.7,0.0
2024-11-23,32.1,21.7,26.6,0.0
2024-11-24,33.1,21.8,27.0,0.0
2024-11-25,33.0,21.5,26.8,0.0
2024-11-26,32.4,20.8,26.4,0.0
2024-11-27,32.7,20.5,26.3,0.0
2024-11-28,32.2,20.0,26.5,0.0
2024-11-29,31.5,20.4,25.4,0.0
2024-11-30,31.5,20.0,25.3,0.0
2024-12-01,32.7,20.6,25.9,0.0
2024-12-02,33.9,22.9,27.7,0.0
2024-12-03,33.7,25.7,29.0,0.2
2024-12-04,34.3,26.6,29.5,0.2
2024-12-05,34.4,25.9,29.4,0.0
2024-12-06,32.8,25.3,28.6,0.0
2024-12-07,32.9,24.4,27.7,0.0
2024-12-08,31.2,21.3,25.6,0.0
2024-12-09,31.0,20.5,25.0,0.0
2024-12-10,31.5,20.5,25.3,0.0
2024-12-11,33.7,21.3,26.4,0.0
2024-12-12,31.2,20.6,25.5,0.0
2024-12-13,32.4,21.3,26.0,0.0
2024-12-14,33.0,20.2,26.0,0.0
2024-12-15,33.3,19.1,25.6,0.0
2024-12-16,32.5,18.4,25.0,0.0
2024-12-17,30.9,17.9,24.1,0.0
2024-12-18,32.3,18.3,24.5,0.0
2024-12-19,29.8,18.0,23.8,0.0
2024-12-20,28.3,19.7,23.4,0.0
2024-12-21,28.0,19.3,23.6,0.0
2024-12-22,27.9,21.0,24.1,0.0
2024-12-23,27.4,21.3,24.0,0.0
2024-12-24,28.6,20.7,24.1,0.0
2024-12-25,28.8,20.4,24.1,0.0
2024-12-26,29.7,21.6,25.1,0.0
2024-12-27,28.3,21.8,24.8,0.0
2024-12-28,30.0,21.8,25.1,0.3
2024-12-29,30.5,22.3,25.8,0.0
2024-12-30,32.7,23.5,27.1,0.0
2024-12-31,33.3,22.9,27.3,0.0
2025-01-01,32.5,22.5,26.9,0.0
2025-01-02,32.9,21.4,26.8,0.0
2025-01-03,33.5,21.3,26.6,0.0
2025-01-04,33.0,19.4,25.5,0.0
2025-01-05,29.3,21.4,24.6,0.0
2025-01-06,30.0,20.1,24.0,0.0
2025-01-07,31.5,18.6,24.6,0.0
2025-01-08,30.7,20.1,25.3,0.0
2025-01-09,32.1,20.5,25.7,0.0
2025-01-10,31.4,20.5,25.3,0.0
2025-01-11,28.7,20.6,24.2,0.0
2025-01-12,30.1,20.7,24.5,0.0
2025-01-13,32.8,22.1,26.2,0.0
2025-01-14,33.0,21.7,26.3,0.0
2025-01-15,30.3,22.0,25.2,0.0
2025-01-16,29.8,20.3,24.7,0.0
2025-01-17,33.5,23.0,26.6,0.0
2025-01-18,34.1,22.3,27.3,0.0
2025-01-19,33.3,21.1,26.5,0.0
2025-01-20,33.3,21.0,26.5,0.0
2025-01-21,31.5,21.0,26.0,0.0
2025-01-22,31.5,20.5,25.7,0.0
2025-01-23,30.6,21.8,25.5,0.0
2025-01-24,31.8,20.5,26.0,0.0
2025-01-25,33.3,22.1,26.9,0.0
2025-01-26,33.6,21.9,27.1,0.0
2025-01-27,32.6,21.7,26.8,0.0
2025-01-28,30.6,21.4,25.5,0.0
2025-01-29,30.9,20.7,25.0,0.0
2025-01-30,31.5,20.3,25.5,0.0
2025-01-31,29.7,20.6,24.7,0.0
2025-02-01,29.2,20.0,23.9,0.0
2025-02-02,31.0,20.6,25.2,0.0
2025-02-03,29.0,20.8,24.8,0.0
2025-02-04,29.8,20.2,24.7,0.0
2025-02-05,31.7,21.0,25.2,0.0
2025-02-06,31.9,19.4,25.6,0.0
2025-02-07,34.4,22.4,27.4,0.0
2025-02-08,33.4,22.0,27.4,0.0
2025-02-09,33.2,22.8,27.7,0.0
2025-02-10,33.7,23.4,27.5,0.0
2025-02-11,32.5,21.8,26.3,0.0
2025-02-12,33.4,20.5,26.1,0.0
2025-02-13,34.9,21.6,27.6,0.0
2025-02-14,34.8,22.7,28.6,0.0
2025-02-15,35.3,22.2,28.8,0.0
2025-02-16,35.2,21.7,27.6,0.0
2025-02-17,34.4,20.9,27.2,0.0
2025-02-18,34.9,23.5,28.4,0.0
2025-02-19,33.5,23.4,28.2,0.0
2025-02-20,34.8,22.4,28.5,0.0
2025-02-21,36.8,24.8,30.1,0.0
2025-02-22,35.0,24.6,29.4,0.0
2025-02-23,35.8,23.7,29.7,0.0
2025-02-24,37.0,24.4,29.8,0.0
2025-02-25,37.6,24.8,29.9,0.0
2025-02-26,37.3,23.0,29.1,0.0
2025-02-27,35.9,24.0,29.3,0.0
2025-02-28,33.5,24.3,28.9,0.0
2025-03-01,33.8,24.7,29.2,0.0
2025-03-02,36.3,24.7,29.5,0.0
2025-03-03,36.3,24.4,29.6,0.0
2025-03-04,35.9,25.0,29.6,0.0
2025-03-05,36.9,24.3,29.8,0.0
2025-03-06,35.1,22.6,28.7,0.0
2025-03-07,37.0,24.6,29.5,0.0
2025-03-08,36.1,23.6,29.1,0.0
2025-03-09,35.7,23.0,28.6,0.0
2025-03-10,39.1,24.4,30.9,0.0
2025-03-11,37.5,25.7,30.6,0.0
2025-03-12,37.2,25.2,30.4,0.0
2025-03-13,34.3,24.9,29.6,0.0
2025-03-14,34.8,24.4,29.4,0.0
2025-03-15,35.6,24.9,29.4,0.0
2025-03-16,33.3,25.3,29.1,0.0
2025-03-17,33.6,24.9,28.8,0.0
2025-03-18,33.3,23.2,28.0,0.0
2025-03-19,32.4,23.3,27.8,0.0
2025-03-20,35.2,23.3,29.2,0.0
2025-03-21,32.5,25.4,28.2,0.0
2025-03-22,32.8,22.7,27.6,0.0
2025-03-23,33.9,23.8,28.6,0.0
2025-03-24,33.0,24.7,28.4,0.0
2025-03-25,33.3,24.7,28.7,0.0
2025-03-26,31.7,24.0,27.9,0.0
2025-03-27,30.9,24.4,27.3,0.0
2025-03-28,32.6,23.8,28.7,0.0
2025-03-29,36.3,26.5,31.0,0.0
2025-03-30,37.8,26.7,31.6,0.0
2025-03-31,37.2,25.6,31.4,0.0
2025-04-01,39.0,26.0,31.9,0.0
2025-04-02,37.5,27.9,32.0,0.0
2025-04-03,32.6,27.4,29.6,0.6
2025-04-04,33.4,26.5,29.3,1.0
2025-04-05,35.5,24.8,29.9,0.0
2025-04-06,35.8,24.9,30.1,0.0
2025-04-07,36.5,25.0,30.8,0.0
2025-04-08,36.7,26.1,31.2,0.0
2025-04-09,34.7,26.2,30.5,0.0
2025-04-10,33.3,26.8,29.6,0.0
2025-04-11,33.1,25.7,29.1,0.0
2025-04-12,32.4,25.7,28.9,0.1
2025-04-13,32.8,25.7,29.0,0.0
2025-04-14,36.5,24.7,30.3,0.0
2025-04-15,35.2,25.7,30.2,0.0
2025-04-16,33.1,25.8,29.2,0.0
2025-04-17,32.5,25.8,28.9,0.0
2025-04-18,32.4,26.1,29.0,0.0
2025-04-19,32.8,26.2,29.3,0.0
2025-04-20,33.1,25.4,29.3,0.0
2025-04-21,32.8,26.0,29.3,0.0
2025-04-22,34.4,25.5,30.0,0.0
2025-04-23,34.9,26.6,30.3,0.0
2025-04-24,33.5,26.8,29.8,0.0
2025-04-25,33.8,26.4,29.8,0.0
2025-04-26,33.4,26.3,29.5,0.0
2025-04-27,33.5,26.0,29.5,0.0
2025-04-28,32.9,26.3,29.4,0.0
2025-04-29,32.9,26.4,29.5,0.0
2025-04-30,33.2,26.4,29.7,0.0
2025-05-01,33.5,26.1,29.9,0.0
2025-05-02,34.6,26.1,30.2,0.0
2025-05-03,33.3,25.8,29.9,0.0
2025-05-04,33.0,26.8,30.1,0.0
2025-05-05,33.6,27.9,30.4,0.0
2025-05-06,33.0,23.4,28.9,6.3
2025-05-07,32.4,25.5,28.1,3.0
2025-05-08,29.5,22.8,26.7,9.3
2025-05-09,28.6,25.1,27.2,2.0
2025-05-10,31.0,24.7,28.1,0.5
2025-05-11,32.6,25.9,29.2,0.4
2025-05-12,33.7,27.2,30.4,1.6
2025-05-13,33.9,27.8,30.6,1.7
2025-05-14,33.4,24.8,30.0,0.6
2025-05-15,33.3,27.9,30.6,1.8
2025-05-16,33.9,29.0,31.1,1.0
2025-05-17,32.6,28.7,30.8,0.9
2025-05-18,34.5,28.8,31.3,0.0
2025-05-19,32.5,28.5,30.5,0.2
2025-05-20,34.5,28.4,30.4,8.7
2025-05-21,31.7,26.7,29.2,1.1
2025-05-22,31.9,25.9,28.7,21.2
2025-05-23,32.6,26.3,28.9,2.2
2025-05-24,32.2,25.8,28.9,8.9
2025-05-25,28.6,24.0,26.7,27.3
2025-05-26,27.9,25.2,26.4,54.0
2025-05-27,29.9,25.7,27.5,9.1
2025-05-28,27.9,26.0,27.1,11.5
2025-05-29,31.5,26.7,29.0,5.6
2025-05-30,31.6,28.3,29.8,1.8
2025-05-31,31.2,27.6,29.3,3.5
2025-06-01,29.3,25.8,27.4,11.1
2025-06-02,30.8,25.7,27.9,8.8
2025-06-03,30.3,25.5,27.5,12.8
2025-06-04,29.4,24.4,27.1,4.5
2025-06-05,30.3,24.8,28.0,1.6
2025-06-06,30.3,26.6,28.5,4.7
2025-06-07,29.8,25.3,27.9,8.1
2025-06-08,30.4,26.5,28.5,4.4
2025-06-09,30.9,27.4,29.1,2.0
2025-06-10,30.7,27.3,28.9,0.8
2025-06-11,31.9,27.9,29.8,0.8
2025-06-12,31.7,28.7,30.1,2.8
2025-06-13,30.6,25.5,28.5,29.6
2025-06-14,30.7,25.5,27.6,58.0
2025-06-15,29.7,25.4,26.8,55.5
2025-06-16,27.3,25.8,26.3,100.9
2025-06-17,29.6,25.8,27.6,17.5
2025-06-18,28.5,26.0,27.1,86.1
2025-06-19,28.5,24.5,26.5,65.8
2025-06-20,29.6,26.1,27.7,11.3
2025-06-21,30.2,25.0,27.8,10.0
2025-06-22,29.3,25.8,27.6,15.8
2025-06-23,28.4,25.6,26.9,51.2
2025-06-24,29.2,25.5,27.1,26.7
2025-06-25,30.1,26.5,28.2,10.0
2025-06-26,28.7,25.4,26.8,25.0
2025-06-27,28.9,25.0,27.4,13.9
2025-06-28,29.5,25.8,27.5,21.5
2025-06-29,29.0,25.8,27.4,18.1
2025-06-30,29.2,24.9,27.0,22.2
2025-07-01,28.9,24.6,27.0,34.3
2025-07-02,28.8,25.2,26.7,40.8
2025-07-03,28.4,24.9,26.5,26.3
2025-07-04,28.1,25.6,26.9,20.2
2025-07-05,27.6,25.9,26.8,37.9
2025-07-06,27.7,25.7,26.5,31.3
2025-07-07,28.7,25.6,27.2,7.6
2025-07-08,28.7,26.5,27.7,3.7
2025-07-09,27.6,25.8,26.8,15.4
2025-07-10,29.2,24.9,27.1,6.5
2025-07-11,28.1,25.2,26.9,6.1
2025-07-12,29.4,25.2,27.3,4.9
2025-07-13,28.6,25.5,26.8,14.7
2025-07-14,27.6,24.7,26.2,51.0
2025-07-15,27.7,25.3,26.7,15.8
2025-07-16,29.3,25.6,27.4,7.9
2025-07-17,29.4,25.6,27.5,4.1
2025-07-18,29.6,25.7,27.7,2.7
2025-07-19,28.4,25.0,27.2,6.3
2025-07-20,,,,
2025-07-21,,,,
